id,URL,tag,tag_cn,right_tag_cn,othername,describe,describe_cn
1107,schwertkreuz,schwertkreuz,,,,"Yagami Hayate's Armed Device, a staff topped with a Celtic cross and a spear blade. When not in use, it takes the form of a smaller version of the bladed cross, on a gold chain.",Yagami Hayate的武装装备，一根棍子顶着凯尔特人的十字架和一把长矛。当不使用时，它的形式是一个较小的版本的叶片交叉，在一个金链。
1108,seeu,seeu,,,SeeU|시유|シユ,"SeeU is a Korean VOCALOID developed and distributed by SBS A&amp;T, and was released for the VOCALOID3 engine.She was developed to be bilingual, having Japanese capabilities.Her appearance was designed by KKUEM. She has long light blond hair, blue eyes, and a cat lip. She has nekomimi speakers, orange wrist cuffs, and a ribbon necktie.She wears an orange sleeveless shirt, grey pleated skirt, white thighhighs, and orange shoes.",SeeU是由SBS a&amp；开发和发行的一个韩国语单音体；T、 为VOCALOID3引擎而发布。她被开发成双语，有日语能力。她的外观由KKUEM设计。她有一头浅金色的长发，蓝色的眼睛和猫唇。她有内科米米音箱，橙色的袖口和丝带领带，穿着橙色的无袖衬衫，灰色的褶裙，白色的长裤和橙色的鞋子。
1109,seiran_(touhou),seiran_(touhou),,,清蘭|ジャケ兎,"The Pale Blue Eagle RaviA moon rabbit, and the stage 1 boss of Legacy of Lunatic Kingdom. Featured on the cover of the demo disc. She has red eyes, dark-blue hair and bunny ears with an ear clip on her right ear, and is carrying a kine (a type of mallet) with purple stains (though they appeared to be red in the demo).She is part of the covert operations department of the""Eagle Ravi"" Earth investigation corps. She has the ability to fire bullets from other dimensions and is paid low wages despite her dangerous work.",淡蓝色的鹰是一只月兔，也是疯狂王国遗产的第一阶段老板。出现在演示光盘的封面上。她有红色的眼睛，深蓝色的头发和兔子耳朵，右耳上戴着一个耳夹，手里拿着一只有紫色污点的母牛（木槌的一种）（尽管在演示中它们看起来是红色的）。她是“鹰拉维”地球调查团秘密行动部的一员。她有能力从其他方面发射子弹，尽管她的工作很危险，但工资很低。
1110,seiren_(suite_precure),seiren_(suite_precure),,,セイレーン,Suite Precure character. A former Fairy of Songs in the form of a cat with purple hair. Her human form is Kurokawa Eren and she can transform into Cure Beat.,一个完美的角色。一个以前的唱歌的仙女，形似一只长着紫色头发的猫。她的人形是黑川二郎，她可以转变成治愈跳动。
1111,sekibanki,sekibanki,,,赤蛮奇,"The ""Bizarreness of the Rokurokubi.""Stage 2 mid-boss and boss of Touhou 14, Double Dealing Character.A prideful and somewhat cynical youkai who lives in disguise in Gensokyo's Human Village. She's a dullahan, and the ability to make her head fly has led to many disembodied head gags in fandom.She has red eyes and short, red hair, and usually wears a black shirt with long sleeves, a red cloak that may cover her mouth, a blue bow as a hair bow, and a red miniskirt.",《罗库库比的诡异》第二阶段，中间的老板和头后14的老板，两面派人物。一个骄傲和有点愤世嫉俗的尤凯，乔装打扮地生活在根索基的人类村庄里。她是一个杜拉罕人，能让自己的头飞起来的能力导致了粉丝们对她的许多无实体的头饰。她有着红色的眼睛和短而红的头发，通常穿着一件黑色长袖衬衫，一件可以遮住嘴的红色斗篷，一个蓝色的蝴蝶结作为发结，还有一件红色的迷你裙。
1112,selvaria_bles,selvaria_bles,,,セルベリア・ブレス,,
1113,semiramis_(fate),semiramis_(fate),,,セミラミス(Fate)|セミラミス|赤のアサシン,"Assassin-class Servant in Fate/Apocrypha. A woman with floor-length black hair, yellow eyes and pointy ears. She wears a long black dress with fur trim, and bridal gauntlets with long spikes seemingly through her palms. Her most notable Noble Phantasm -- as featured in Fate/Grand Order -- are the Hanging Gardens of Babylon, repurposed as a floating base with immense firepower.True Name: Semiramis, the Wise Queen of AssyriaCharacter Design: Konoe OtotsuguVoice Actress: Shindou Kei",《命运/伪经》中的刺客阶级仆人。一个留着一头黑发、黄眼睛和尖耳朵的女人。她穿着一件黑色长裙和毛皮镶边，手上戴着长钉新娘手套。她最著名的高贵幻觉——如《命运/大秩序》中所描述的——是巴比伦的空中花园，它被重新设计成一个拥有巨大火力的浮动基地。真名：塞米拉米斯，亚述文字设计的英明女王：河野幸男配音演员：Shindou Kei
1114,sendai_hakurei_no_miko,sendai_hakurei_no_miko,,,先代博麗の巫女|先代巫女,"先代博麗の巫女 (Sendai Hakurei no Miko, ""The previous generation's Hakurei shrine maiden"")A fanmade M.U.G.E.N character by MUGEN author Pre-to and Touhou Original Character.Depicted as Reimu's predecessor. She was apparently not created with a proper given(first) name, so her name may vary. Usually portrayed as a powerful physical fighter.She wears a customized miko uniform consisting of a one-piece skintight leotard rather than a sarashi (frequently resulting in sideboob), sturdy combat boots, and sometimes a hakama rather than a skirt.Also, unlike Reimu, she does not wear a ribbon on the back of her head, although in some depictions, she wears one to tie her long hair together near the end. Some artists depict her as muscular and/or covered in scars.She is usually depicted as Reimu's mother, though as a fan character her relation to Reimu on the Hakurei family tree can change with each depiction.A very popular fanwork featuring this character is Osana Reimu and its sequel Reireimu, a story about Sendai Miko, a young Reimu, and an adult Rumia. This version looks almost identical to Reimu herself, only taller and more endowed, and oftentimes wearing a mask of some sort.",先代博麗の巫女 (仙台白井野美子，“上一代的白井野神社少女”）是木根作者前至和头后的原始人物，被描绘为灵木的前身。她显然不是用一个合适的名字创造出来的，所以她的名字可能会有所不同。通常被描绘成一个强大的物理战士。她穿着定制的米科制服，包括一件紧身紧身衣而不是萨拉希（经常导致侧胸），坚固的战斗靴，有时是一个客家而不是裙子。而且，不像灵梦，她不穿丝带在她的头后面，虽然在一些描绘中，她戴着一个把她的长发绑在一起接近尾端。一些艺术家把她描绘成肌肉发达和/或布满疤痕的人。她通常被描绘成灵梦的母亲，不过作为一个粉丝角色，她与灵梦的关系在白居易家谱上会随着每一个刻画而改变。一个非常受欢迎的粉丝作品就是灵梦和它的续集灵梦，一个关于仙台美子的故事，一个年轻的灵梦，一个成年鲁米娅。这个版本看起来几乎和灵梦一样，只是更高，更有天赋，而且经常戴着某种面具。
1115,sengoku_nadeko,sengoku_nadeko,,,千石撫子,"A character from BakemonogatariShe is a shy girl with medium length brown hair. She usually wears casual clothes and is often seen wearing a cabbie hat and has a pouch by her side.When in uniform, she wears a Nanahyakuichi Middle School uniform, with a white shirt and a brown serafuku collar, and a red neckerchief, along with a brown suspender skirt, white ankle socks, and brown loafer shoes.Alternately, she may be illustrated with green hair as depicted in one of the OP animations.",BakemonogatariShe是一个害羞的女孩，中等长度的棕色头发。她平时穿便服，经常被人看到戴着出租车帽，身边有个小袋，穿校服的时候，她穿的是Nanahyakuichi中学的校服，白色衬衫和棕色的serafuku领，红色的围脖，还有棕色的吊带裙、白色的踝袜和棕色的休闲鞋，她可能会被描绘成绿色的头发在一个操作动画。
1116,senjougahara_hitagi,senjougahara_hitagi,,,戦場ヶ原ひたぎ,"Senjougahara Hitagi has long purple hair and is usually seen with stationery. She often wears a Naoetsu High School uniform with a pink shirt with puffy juliet sleeves, a purple ribbon bowtie or necktie, purple pleated skirt, black thighhighs and brown loafer shoes.Female lead from Bakemonogatari.",希塔吉有一头紫色的长发，经常和文具一起出现。她经常穿着直津高中的校服，一件粉色衬衫和蓬松的朱丽叶袖子，一条紫色的缎带领结或领带，紫色的百褶裙，黑色的长裤和棕色的休闲鞋。
1117,senkawa_chihiro,senkawa_chihiro,,,千川ちひろ,"Secretary at 346 Production, and the introduction helper and aid to the producers in iDOLM@STER Cinderella Girls. She is voiced by Satou Rina. Has brown hair in a long braid worn over the shoulder, with orange eyes. Wears a red hair ribbon.
Age: 25
Height: 154 cm
Weight: Unknown
Birthday: 28 November
Blood type: A
Three sizes: 82-58-84
Hobbies: Cosplay, Parties
Writing Hand: Right
Horoscope: Sagittarius
Hometown: Tokyo",司在346生产，并介绍帮手和协助生产商在iDOLM@STER灰姑娘。她由Satou Rina配音。棕色的头发扎在肩上的长辫子里，眼睛是橙色的。戴着红丝带。
1118,senketsu,senketsu,,神衣鲜血,鮮血,"A Kill la Kill character. He is a living school uniform. He is named after the fact that he needs Ryuuko's blood to morph into her combat armor (鮮血 = ""fresh blood""). He is voiced by Seki Toshihiko.","杀人灭口的角色。他是一个活着的校服。他是以他需要龙子的血来变成她的战斗盔甲而命名的(鮮血 = ""新鲜血液”）。他的配音是Seki Toshihiko。"
1119,sento_isuzu,sento_isuzu,,,千斗いすず,"One of the main characters in Amagi Brilliant Park.She has brown eyes and long brown hair with an antenna hair, usually in a ponytail. Also large breasts.Her park uniform generally has an aiguillette.She has a stoic personality. She is very quick to point her magical muzzleloader into your face which is demonstrated in the first episode as she did with Seiya. She is usually expressionless, rarely shows emotions and so her voice is monotone. She comes across as cold and blunt occasionally. Despite that facade, she is also very sensitive.Source: Wikipedia",阿玛吉·布莱恩特公园里的主角之一。她有棕色的眼睛和长长的棕色头发，长着一头触角发，通常扎着马尾。她的公园制服一般都有一个长着菱形花纹的，她有一个坚忍的性格。她很快就把她神奇的枪口对准了你的脸，这在第一集里就表现出来了，就像她和Seiya一样。她通常没有表情，很少流露感情，所以她的声音很单调。她有时给人的印象是冷酷无情。尽管如此，她还是非常敏感
